,x,y,cell_id
0,0.6562641852329568,0.6668603584206696,1
1,0.9549013769132275,0.3339018412812643,1
2,0.9708760349938164,0.18291099480054362,1
3,0.09783217731538718,0.3624615314717591,1
4,0.24074491578118096,0.4018560887375907,1
5,0.8686419869137904,0.7619108602249823,1
6,0.5474529344525135,0.2667350228019857,1
7,0.7191532979287579,0.26709552342625076,1
8,0.9256836804906519,0.9760769696440944,1
9,0.6170386171115465,0.062249538386028425,1
10,0.41920993231920956,1.6539103389841316,2
11,0.3512498232602135,1.0220166909109238,2
12,0.08948537224711073,1.1920387734871811,2
13,0.19735789143530158,1.9524818948675517,2
14,0.9408581044454848,1.7507032123611155,2
15,0.010565432184878931,1.2269519132852693,2
16,0.18610586053639722,1.6378925325389375,2
17,0.9854878574645713,1.0319480627110151,2
18,0.3402513301691391,1.4122072154787186,2
19,0.326542611794042,1.947082499222517,2
20,0.761364481621077,2.698553152858197,3
21,0.46201752430346243,2.2071523251755014,3
22,0.35837842175395485,2.013435769845113,3
23,0.2717906960233123,2.8914114790602765,3
24,0.1639713326650435,2.8471857903938917,3
25,0.6488508356166549,2.820960741308172,3
26,0.6999510604622909,2.803036863430402,3
27,0.7536206419649265,2.470577272107033,3
28,0.9338860519976343,2.408201394119395,3
29,0.6182247440337096,2.2254563784358012,3
30,0.3059460462334047,3.1932492531169836,4
31,0.27564002842977675,3.6351396927219786,4
32,0.12887411334769383,3.3534645652703032,4
33,0.2647274021289385,3.5484439934391707,4
34,0.049269671285265826,3.2555875516183628,4
35,0.45413499751129405,3.6049850438683544,4
36,0.43289803553525374,3.177341836730216,4
37,0.5885952494822053,3.9766883646197,4
38,0.607111125585801,3.0992601526671213,4
39,0.4864422244505876,3.4778561963878225,4
40,0.46840640685740154,4.903683267180723,5
41,0.009054484934107876,4.5258591930028915,5
42,0.49034808186301027,4.053214077153686,5
43,0.03493879934511357,4.315128646112311,5
44,0.8232523570839261,4.920937271348987,5
45,0.48773052982900256,4.384863503107538,5
46,0.8268197218491675,4.0145587247492065,5
47,0.83686635467873,4.035089187778335,5
48,0.9277745470998515,4.037856551053303,5
49,0.5398414673278792,4.926549713936385,5
50,0.8229513291672582,5.629186155975775,6
51,0.33150419289640487,5.491333728885024,6
52,0.4607816069632924,5.986685850178368,6
53,0.5240357595029449,5.455982825513868,6
54,0.18779133386451463,5.93928595974649,6
55,0.9415762113273376,5.835161810957892,6
56,0.7098493117408587,5.107670121909479,6
57,0.6489839721512752,5.743581297062709,6
58,0.2773117143705368,5.621324504130849,6
59,0.38524449898687263,5.789303233705722,6
60,0.8799313652816009,6.4307876871546155,7
61,0.6597153483022601,6.819009082635953,7
62,0.4961268359433828,6.127767227439602,7
63,0.6607805620937461,6.745846500331575,7
64,0.9811400996737774,6.966759027139501,7
65,0.4351741379776326,6.822565868227744,7
66,0.12515465461466335,6.5317368543126175,7
67,0.7064073450507873,6.567999453665264,7
68,0.5087994635961676,6.883885955456063,7
69,0.2460747272116488,6.636913365070608,7
70,0.0190216272664937,7.964362876660586,8
71,0.69647693335626,7.682930802483237,8
72,0.6349415675580096,7.4325742556249645,8
73,0.45075154190443634,7.66587953978223,8
74,0.47191242929591815,7.1248068551474955,8
75,0.6876410076995957,7.929401872550678,8
76,0.8569876056808177,7.022675491554437,8
77,0.29584581535903964,7.614149923081672,8
78,0.859433879291232,7.7540541714365725,8
79,0.6084885634882271,7.242111306883709,8
80,0.7385759387355438,8.24887857142996,9
81,0.3336096260327799,8.305780860272613,9
82,0.11120755401369486,8.35412005590837,9
83,0.20167051314531637,8.821897661535239,9
84,0.16140211266603965,8.383265360165893,9
85,0.5891324222243123,8.184086961359093,9
86,0.6860681112795759,8.209091240903742,9
87,0.9108908780301636,8.987592619100578,9
88,0.4238306188304779,8.570894199859447,9
89,0.23198227398644944,8.503022174686803,9
90,0.14553939530389848,9.220920908519187,10
91,0.0956019784737473,9.506862877006055,10
92,0.20648849904887667,9.504218698898022,10
93,0.5984872864297103,9.430502502270308,10
94,0.027739500352295665,9.550504363491765,10
95,0.5653068440466801,9.935741886419786,10
96,0.8317437418254339,9.342924796957009,10
97,0.47769622429635505,9.655333580525735,10
98,0.3049849396363459,9.540690162509994,10
99,0.18037286670593855,9.206666233423789,10
100,0.06764551315445866,10.769842180538262,11
101,0.6345301859768028,10.69801855037909,11
102,0.31641026905286707,10.9728330142234,11
103,0.6142897981450661,10.446008435112724,11
104,0.6857652999488277,10.305132373028309,11
105,0.5020166403140374,10.253728324721475,11
106,0.4633430123435842,10.61161793438001,11
107,0.6899786215253393,10.220498864431711,11
108,0.17409448514140025,10.405284965369011,11
109,0.30685369932930073,10.585592843338288,11
110,0.18747641015825955,11.736180429361793,12
111,0.18635348167962862,11.02063179337754,12
112,0.8563529753927577,11.801496750559199,12
113,0.4405365041820245,11.218118920495892,12
114,0.06617035628175838,11.407214525678253,12
115,0.8479500016431645,11.094965236368536,12
116,0.21610457322305265,11.827779364496658,12
117,0.5204826624866876,11.352797678934786,12
118,0.3929256642497483,11.44874551336239,12
119,0.10569714348810921,11.724931928738215,12
120,0.039646354677162376,12.593958457358845,13
121,0.5787507811431675,12.70370472768105,13
122,0.10548565162829537,12.318351572356345,13
123,0.6318019288235165,12.552696299769787,13
124,0.5843805632127705,12.94201299423273,13
125,0.9596504687213113,12.489468580995098,13
126,0.5369181790854276,12.190316728002024,13
127,0.5504340022424478,12.559396702259852,13
128,0.2812222280794514,12.724157619713536,13
129,0.2310340692532158,12.75792937957549,13
130,0.8827323245497513,13.988515210000134,14
131,0.441376015256824,13.934036734764714,14
132,0.13714644573959434,13.126842868757175,14
133,0.7015854383037562,13.140742973136373,14
134,0.479980287695709,13.380422711465648,14
135,0.2112209708506836,13.956348973384149,14
136,0.9484473866745377,13.335081720555202,14
137,0.8328259930167903,13.539721096189925,14
138,0.4025241326664306,13.868535237210317,14
139,0.05332652190317755,13.348763503290721,14
140,0.09260628198740695,14.255135364492313,15
141,0.054243769339077264,14.575440430050582,15
142,0.6132991306297587,14.137074021416609,15
143,0.8487455237481578,14.867834513874614,15
144,0.6416431456520041,14.685781595077087,15
145,0.3868358625165774,14.307130620364033,15
146,0.6355689300955814,14.895737260620429,15
147,0.6697946407288087,14.217565697146657,15
148,0.22753173825314155,14.121755269343694,15
149,0.3463924546724214,14.316273314626276,15
150,0.9118668826294849,15.00006907538795,16
151,0.15221642886693232,15.241426477520273,16
152,0.5618469984261851,15.889336559796364,16
153,0.9000455935340713,15.176501977001559,16
154,0.9931758931679094,15.625792111706208,16
155,0.2779281644833861,15.393690295032345,16
156,0.7628067763262483,15.057125195395448,16
157,0.0067757018530929525,15.51807592880889,16
158,0.44479212585185435,15.433602217965019,16
159,0.16510557938609283,15.899246840675058,16
160,0.788237752285795,16.577801519464682,17
161,0.060704694957601446,16.11853179168906,17
162,0.4129143038226927,16.690280770007647,17
163,0.97435811307606,16.739784630484444,17
164,0.301730058588382,16.321438797611165,17
165,0.3227825228978054,16.09093076026938,17
166,0.6264858980466966,16.484353618103118,17
167,0.28890093763249036,16.68481757653281,17
168,0.10429000165066982,16.559300752922628,17
169,0.03720158520399497,16.683133111607688,17
170,0.3474279390561711,17.076173544062094,18
171,0.4802277924238346,17.523831924221252,18
172,0.006775076975238603,17.349293515523808,18
